,Word,Times_Used
2210,https://t.co/vvel3mkwju,1
2209,@kurteichenwald's,1
2208,gov.,1
2207,yours,1
2206,hacen,1
2205,https://t.co/1bmmt8semi,1
2204,claims,1
2203,practices,1
2202,https://t.co/tkqtxggx9g,1
2201,suspense”,1
2200,80%,1
2199,https://t.co/gljltuilwl,1
2198,"paranoia.

we",1
2197,—@lavernecox,1
2196,"grow,",1
2195,@danmalloyct:,1
2194,kid,1
2193,worse?,1
2192,overdue.,1
2191,"overdue,",1
2190,"
it's",1
2189,question.,1
2188,meets,1
2187,analysts,1
2186,luxury—it’s,1
2185,sat,1
2184,program.,1
2183,"program,",1
2182,"resentment.
answers,",1
2181,nazi,1
2180,"us.
and",1
2179,magnificent,1
2178,sever,1
2177,https://t.co/etgzuslodx,1
2176,one—has,1
2175,over:,1
2174,im,1
2173,"them

we’re",1
2172,#imwithh…,1
2171,shame,1
2170,defeated,1
2169,"potential,",1
2168,"over,",1
2167,"thought,",1
2166,balance,1
2165,#shewon…,1
2164,https://t.co/wn6a97g587,1
2163,suppose,1
2162,democracy.”,1
2161,"particular,",1
2160,gracias,1
2159,illustration,1
2158,https://t.co/mgejxpf2de,1
2157,https://t.co/qsczi7jbrv,1
2156,in-beautiful.,1
2155,puedes,1
2154,"emissions,",1
2153,https://t.co/ycfldrnu56,1
2152,https://t.co/esv9yl7umg,1
2151,dismiss,1
2150,https://t.co/imuvhvipka,1
2149,administration.,1
2148,floor.,1
2147,16.,1
2146,"less,",1
2145,change:…,1
2144,https://t.co/3t2bb1d1mt,1
2143,upgrades:,1
2142,basis,1
2141,"hope.""",1
2140,—9/11,1
2139,https://t.co/phhced7yyh,1
2138,interests?,1
2137,island’s,1
2136,https://t.co/aefxj6ckcd,1
2135,height,1
2134,subtle—and,1
2133,puede.,1
2132,appeared,1
2131,https://t.co/ffpvl62rmb,1
2130,https://t.co/hd3zvj9xl8,1
2129,confronted,1
2128,https://t.co/mtgwywgj3q,1
2127,mate...sort,1
2126,"1,",1
2125,"must.""",1
2124,https://t.co/utzqtq34fi,1
2123,"obamacare.""",1
2122,resentment—but,1
2121,https://t.co/1khjnuatll,1
2120,suggested,1
2119,me-first,1
2118,"champions,",1
2117,decide.,1
2116,"wealthiest.

kaine",1
2115,patients.,1
2114,https://t.co/eiz0bu9lcu,1
2113,wears,1
2112,"values.""",1
2111,center.”,1
2110,york's,1
2109,https://t.co/zeqogvvxhx,1
2108,first-ever,1
2107,inappropriate,1
2106,"far:
https://t.co/iqufj676rj",1
2105,"obama,",1
2104,"friendship,",1
2103,https://t.co/rq8tfnxnev,1
2102,https://t.co/ggpri1wc4m,1
2101,collection.,1
2100,reference,1
2099,decides,1
2098,https://t.co/pkiw5hdige,1
2097,https://t.co/mlsdqduhmf,1
2096,judge.,1
2095,https://t.co/njgdvedzym,1
2094,flagged,1
2093,https://t.co/duxjbipwcy,1
2092,"debt""",1
2091,weekend.,1
2090,internships,1
2089,https://t.co/pzgqeuv5ot,1
2088,career…fighting,1
2087,afectados,1
2086,https://t.co/z0wfgwlwqe,1
2085,#librarianofcongress!,1
2084,debt?,1
2083,país,1
2082,https://t.co/9t5ov6mrir,1
2081,https://t.co/ggorhw7roa,1
2080,https://t.co/wodhhdd0pb,1
2079,inclusive.,1
2078,endorse,1
2077,https://t.co/xfx93s1vgh,1
2076,"education.""",1
2075,america…who,1
2074,"third,",1
2073,https://t.co/oxigxjhmqj,1
2072,change:,1
2071,https://t.co/njbmwdvjtv,1
2070,businesses—for,1
2069,folks,1
2068,anunciar,1
2067,@rtraister:,1
2066,"backs.""",1
2065,https://t.co/fbqjawzuvb,1
2064,#strongertogether.,1
2063,#creatorsaskhrc,1
2062,"trump

about",1
2061,#ugpride2016.,1
2060,attempts,1
2059,“that’s,1
2058,health.”,1
2057,#strongertogether:,1
2056,https://t.co/s82te3rlrp,1
2055,clarified,1
2054,"success,",1
2053,just.”,1
2052,urgency,1
2051,https://t.co/bvpd6d4ad9,1
2050,https://t.co/zq9xx6wg2e,1
2049,https://t.co/rlgm6tyu8v,1
2048,https://t.co/6zg9lr2wjj,1
2047,https://t.co/as9k2rmdv5,1
2046,https://t.co/msvridxbdf,1
2045,#cripthevote,1
2044,https://t.co/aoaz9l6e9w,1
2043,"ryan

clinton's",1
2042,on:,1
2041,doj,1
2040,"casinos.

watch",1
2039,@mariska:,1
2038,enfrentar,1
2037,"trump?""",1
2036,https://t.co/7rbbdqe31p,1
2035,contributions—from,1
2034,"business.

god",1
2033,literally.,1
2032,"week.

keep",1
2031,"demand.""",1
2030,https://t.co/6renc6z0et,1
2029,https://t.co/0wd7zsauxw,1
2028,@morning_joe:,1
2027,do!,1
2026,"mujeres,",1
2025,̶p̶i̶c̶k̶,1
2024,"before.""
https://t.co/cmhjiprlgt",1
2023,restrained?,1
2022,"sensible,",1
2021,"""winning",1
2020,seek,1
2019,obviously,1
2018,https://t.co/em31nvvh59,1
2017,childcare,1
2016,all-time,1
2015,ginger,1
2014,"room.

america",1
2013,modern,1
2012,poverty.”,1
2011,naral,1
2010,@usatf's,1
2009,https://t.co/uid57oqgun,1
2008,divisiveness,1
2007,trabajar,1
2006,louder,1
2005,preparation,1
2004,normalizing,1
2003,"ballot.
civility",1
2002,legalize,1
2001,affront,1
2000,spoiler,1
1999,partisan,1
1998,https://t.co/r3sf3mwlfx,1
1997,https://t.co/c5bxw5bri9,1
1996,https://t.co/cfsnquuz77,1
1995,#olmstead,1
1994,digs,1
1993,"touch.""",1
1992,"floor,",1
1991,https://t.co/mitfdrbk…,1
1990,housing…,1
1989,https://t.co/n9m2rk9icq,1
1988,https://t.co/yskrzlrdyc,1
1987,guidelines,1
1986,you…can,1
1985,auriemma.,1
1984,https://t.co/t6egqfasok,1
1983,po…,1
1982,-tk,1
1981,(there,1
1980,"

https://t.co/ttgeqxnqym",1
1979,hrc!!,1
1978,https://t.co/oqjdlv15s2,1
1977,sacrifice.”,1
1976,"wall—instead,",1
1975,learn:,1
1974,@uaw:,1
1973,village.,1
1972,https://t.co/esmddk4hrw,1
1971,hook,1
1970,"$5,000,000,000,000",1
1969,man’s,1
1968,https://t.co/65…,1
1967,https://t.co/1awqdokh7p,1
1966,prescriptions.,1
1965,voters?,1
1964,enough”,1
1963,https://t.co/6b…,1
1962,"investors,",1
1961,starts,1
1960,housing.,1
1959,https://t.co/cjnobiagta,1
1958,"—@algore

text",1
1957,"steelworkers,",1
1956,241,1
1955,https://t.co/ea6pc9wuxq,1
1954,https://t.co/z10cminnzn,1
1953,#mikepence:,1
1952,"candidate.
https://t.co/asenrww83w",1
1951,resume,1
1950,policy—aka,1
1949,"'em,",1
1948,"start,",1
1947,https://t.co/lx3y5iq7p7,1
1946,content,1
1945,"mcbath,",1
1944,representan.,1
1943,crucial,1
1942,quantify,1
1941,is?,1
1940,"them?""",1
1939,is:,1
1938,https://t.co/lxinr0canp,1
1937,collector,1
1936,https://t.co/5tjqnbbm3s,1
1935,aide,1
1934,principles,1
1933,@maddowblog:,1
1932,https://t.co/sjzxdflh3x,1
1931,“you’ve,1
1930,bone,1
1929,immigrants...,1
1928,discipline,1
1927,“sweeping,1
1926,https://t.co/l3h7ydcx3d,1
1925,.@hillaryclinton:,1
1924,https://t.co/3vdxh9tykx,1
1923,"iran,",1
1922,meat,1
1921,https://t.co/voahlgn8az,1
1920,https://t.co/cz1mbhhwtd,1
1919,"deal.""",1
1918,https://t.co/x4otfkilhs,1
1917,phrase…he’s,1
1916,https://t.co/c3ynm21jko,1
1915,pittsburgh.,1
1914,8…,1
1913,cree,1
1912,carve,1
1911,personas,1
1910,hacks.,1
1909,missionary,1
1908,"@iammarleydias,",1
1907,$12.7,1
1906,https://t.co/j3jq21ejtr,1
1905,"palin,",1
1904,@humansofny,1
1903,https://t.co/i8h9j2oiic,1
1902,"president!""",1
1901,https://t.co/zhjjqumx7x,1
1900,"""tonight,",1
1899,families..it,1
1898,"1920,",1
1897,decades—while,1
1896,"topic.

a",1
1895,"#veterans,",1
1894,https://t.co/acxeolbsuv,1
1893,operations,1
1892,turner.,1
1891,athletes,1
1890,goodbye,1
1889,maintain,1
1888,massachusetts.,1
1887,"arena.

she’s",1
1886,independents.”,1
1885,attempt,1
1884,lifesaving,1
1883,purchase,1
1882,https://t.co/zek00pl6xc,1
1881,https://t.co/pqzty6zirw,1
1880,https://t.co/6j5vpftxhs,1
1879,speechless.”,1
1878,"intolerance.""

the",1
1877,https://t.co/fjcws9btyy,1
1876,148-year,1
1875,"islamophobia,",1
1874,savings—his,1
1873,"leadership.""",1
1872,kabul,1
1871,"—@theatlantic
https://t.co/mt42wlyl1h",1
1870,https://t.co/yop8rvxx9d,1
1869,"lawyer,",1
1868,autonomy,1
1867,https://t.co/aykax9lugu,1
1866,ego?,1
1865,https://t.co/g0ntlqkq6b,1
1864,@dallasnews:,1
1863,caused,1
1862,grindstone.,1
1861,https://t.co/v9uz3jvejn,1
1860,"works:

1.",1
1859,defer,1
1858,"@nytimes,trump",1
1857,heridas,1
1856,root,1
1855,politically-connected,1
1854,waiting.,1
1853,school-to-school,1
1852,ticket.,1
1851,https://t.co/trmse4qfrr,1
1850,'enough,1
1849,@azcentral,1
1848,aligned,1
1847,"barrier.""",1
1846,adult,1
1845,u.s.-born,1
1844,wars,1
1843,https://t.co/lnutngzivs,1
1842,count.,1
1841,https://t.co/tlkzt5yler.,1
1840,https://t.co/9ik6n738do,1
1839,isis's,1
1838,"sacred,",1
1837,#thegreatest,1
1836,"#hispanicheritagemonth,",1
1835,"right""",1
1834,brussels—,1
1833,https://t.co/h43o6rws4s,1
1832,@kylegriffin1:,1
1831,https://t.co/bxwhbdrvoc,1
1830,head-on,1
1829,https://t.co/fnrh6ham5n,1
1828,"war,",1
1827,"power.""",1
1826,"her!""",1
1825,reagan,1
1824,growth.,1
1823,malala!,1
1822,https://t.co/nmovobotyf,1
1821,war?,1
1820,decision-making,1
1819,https://t.co/0y…,1
1818,+,1
1817,parents.,1
1816,baptize,1
1815,golds,1
1814,ariel.,1
1813,@jwpetersnyt,1
1812,https://t.co/c3z7gybj53,1
1811,"convention,",1
1810,brain.”,1
1809,103,1
1808,active,1
1807,plan...to,1
1806,voters.”,1
1805,nanny,1
1804,"

you",1
1803,drew,1
1802,https://t.co/oa2spaumu9,1
1801,luisa—chaser,1
1800,helmets,1
1799,usaf!,1
1798,tape.,1
1797,"""billionaire""",1
1796,gold.,1
1795,https://t.co/xmdzptlnmb,1
1794,liberates,1
1793,convention:,1
1792,https://t.co/jje8cwi5ep,1
1791,https://t.co/pb0dcv1tep,1
1790,me;,1
1789,implemented,1
1788,"issues.""",1
1787,"

billion.

with",1
1786,wasn’t,1
1785,lost',1
1784,@senwarren:,1
1783,heading,1
1782,deplorable,1
1781,inaction,1
1780,unrelated,1
1779,"present,",1
1778,"inspiring,",1
1777,rania,1
1776,https://t.co/vedd5mvpgc,1
1775,counted:,1
1774,business’,1
1773,affect,1
1772,whethe…,1
1771,confederate,1
1770,"v.a.,",1
1769,mexican!”,1
1768,https://t.co/pbsjmqn0k3,1
1767,“there's,1
1766,bimbos,1
1765,boundless,1
1764,https://t.co/uadk9gd9xa,1
1763,https://t.co/z1jb6crtzh,1
1762,reform:,1
1761,better?,1
1760,asian,1
1759,be.”,1
1758,https://t.co/qn…,1
1757,dynamic,1
1756,interference,1
1755,"reform,",1
1754,tengas,1
1753,better!,1
1752,https://t.co/vqqmyyhynm,1
1751,https://t.co/mmzohyprr1,1
1750,@posteverything,1
1749,retirees,1
1748,55.”,1
1747,https://t.co/u3izj2lmew,1
1746,"birthright.
the",1
1745,katie!,1
1744,defunding,1
1743,"winner
more:",1
1742,anuncio.,1
1741,https://t.co/wjz6zohmit,1
1740,@corybooker:,1
1739,"""third-world",1
1738,yours?,1
1737,yes.,1
1736,exceptional.,1
1735,https://t.co/ac4vprty4m,1
1734,"yours,",1
1733,"trabajo""-",1
1732,small.,1
1731,https://t.co/otngm4o64e,1
1730,elaine,1
1729,https://t.co/iswmsk80bm,1
1728,https://t.co/bbgghucse0,1
1727,https://t.co/8afcxjaaji,1
1726,https://t.co/5mulomjqwm,1
1725,steel.,1
1724,https://t.co/6jybmzwegy,1
1723,https://t.co/vdgtxiwfzj,1
1722,mejor,1
1721,@sierraclub:,1
1720,—@mike_pence,1
1719,jesuit,1
1718,#blackwomensequalpay,1
1717,"eyes,",1
1716,eyes.,1
1715,projecting,1
1714,news:,1
1713,"—@berniesanders
https://t.co/ync6aljjnx",1
1712,republicanos,1
1711,https://t.co/pdysvhdvfj,1
1710,"started.""",1
1709,https://t.co/8cviwvmwdf.,1
1708,https://t.co/1sccznmbnt,1
1707,"decisions,",1
1706,@katiemcgintypa:,1
1705,@usnavy.,1
1704,https://t.co/dexkwgkhxm,1
1703,evacuate,1
1702,https://t.co/zb3vxskqoh,1
1701,"determined,",1
1700,'paid,1
1699,backup.,1
1698,"pigeons,",1
1697,https://t.co/zm32itnhba,1
1696,https://t.co/ahbe0uujpo,1
1695,damn,1
1694,https://t.co/na7jbbzcwt,1
1693,"divisive,",1
1692,https://t.co/oplesskaxa,1
1691,strategy,1
1690,https://t.co/gkvta1yqnx,1
1689,times.,1
1688,this—the,1
1687,terence,1
1686,court.,1
1685,march.,1
1684,13-year-old,1
1683,"more.""",1
1682,madame,1
1681,https://t.co/k0hvuyehci,1
1680,"""making",1
1679,refuge,1
1678,"
#debate",1
1677,https://t.co/llclrngfdw,1
1676,"congress,",1
1675,https://t.co/tcrtd6ab5h,1
1674,hour...but,1
1673,reaching,1
1672,https://t.co/xptvh4dovf,1
1671,https://t.co/cotytjmvs6,1
1670,demonstrated,1
1669,"optimistic,",1
1668,blacks.,1
1667,stake:,1
1666,discriminatio…,1
1665,"clean,",1
1664,rewarding,1
1663,https://t.co/ymkcpkmc4l,1
1662,done:,1
1661,"thugs,",1
1660,retirement.,1
1659,https://t.co/dhc0oabqml,1
1658,"retirement,",1
1657,repeat,1
1656,"choke,",1
1655,library,1
1654,belonged,1
1653,"usa""",1
1652,usa.,1
1651,hero's,1
1650,https://t.co/encjziszuw,1
1649,https://t.co/yqaihcmi2p,1
1648,@bishopgarrison:,1
1647,spots.,1
1646,https://t.co/o1gwi0fhza,1
1645,mistake:,1
1644,immediately,1
1643,https://t.co/2kptvkpqxn,1
1642,weapons.”,1
1641,"anymore.""",1
1640,"1994,",1
1639,sonia,1
1638,https://t.co/vm1kx2uoxt,1
1637,facilitemos,1
1636,balloons.),1
1635,"curiel,",1
1634,"america?""",1
1633,helps...donald,1
1632,https://t.co/9mvxq2baz2,1
1631,—@astrid_nv,1
1630,https://t.co/ttgeqxnqym.,1
1629,payment.,1
1628,mahoning,1
1627,dontre,1
1626,"americans?

he",1
1625,lauren,1
1624,"it.
https://t.co/xduxyccwj3",1
1623,"today.

it's",1
1622,https://t.co/zyhli…,1
1621,vets,1
1620,"ratified,",1
1619,https://t.co/afizmjr7jp,1
1618,enormously,1
1617,https://t.co/elbtomvqvk,1
1616,restore,1
1615,"rooms.""",1
1614,"privatized.""",1
1613,https://t.co/k…,1
1612,https://t.co/pgq6xigtqg,1
1611,energized,1
1610,"powell,",1
1609,frequently,1
1608,https://t.co/bycgixah8k,1
1607,impeccably,1
1606,https://t.co/kzgpqgpjxk,1
1605,"9/11,",1
1604,https://t.co/drpng1ucbx,1
1603,got”,1
1602,https://t.co/5a6fafmvw0,1
1601,parts,1
1600,https://t.co/k3ga8jvhsu,1
1599,https://t.co/ogoallsv8m,1
1598,@marcorubio.,1
1597,"hardline,",1
1596,early.”,1
1595,casino!—to,1
1594,demo,1
1593,de-legitimize,1
1592,“miss,1
1591,"cares.""",1
1590,https://t.co/widceguucu,1
1589,will.,1
1588,6:9,1
1587,votante,1
1586,supremacists',1
1585,innuendo,1
1584,https://t.co/et8pqu8ubu,1
1583,supremacists.,1
1582,will:,1
1581,https://t.co/6p4zirsazq,1
1580,hallel,1
1579,"@mike_pence,",1
1578,kicks,1
1577,internet--,1
1576,https://t.co/vo9wpam4d8,1
1575,https://t.co/nynhbi0usk,1
1574,hernandez,1
1573,smartphone.,1
1572,"meza,",1
1571,https://t.co/mndhv0mqj5,1
1570,stephenson's,1
1569,america”,1
1568,quiz,1
1567,cent,1
1566,statesman—leading,1
1565,https://t.co/rcou5smzpi,1
1564,bar—hr…,1
1563,"destiny.""
—@potus",1
1562,—president,1
1561,talk—it’s,1
1560,abortion.,1
1559,@cfpb—and,1
1558,https://t.co/yo5szgvfus,1
1557,"decline,",1
1556,jersey,1
1555,"incarcerated.

it's",1
1554,astounding.,1
1553,@repjohnlarson:,1
1552,@hillary_esp.,1
1551,"@hillary_esp,",1
1550,doors.”,1
1549,bombast.,1
1548,"trying,",1
1547,"""finds",1
1546,raise.”,1
1545,https://t.co/dmtatncbby,1
1544,"support.""",1
1543,@nicholaskitchel:,1
1542,https://t.co/nrjcqfgire,1
1541,it?…here’s,1
1540,klan.,1
1539,creators.,1
1538,limit.,1
1537,mind.,1
1536,study:,1
1535,https://t.co/mpgiriapgd,1
1534,"trump

no,",1
1533,https://t.co/iidcm4k8t5,1
1532,method:,1
1531,forgo,1
1530,https://t.co/jrdgnxhuuc,1
1529,“loved”,1
1528,"recession,",1
1527,accuses,1
1526,https://t.co/rrmeolqynf,1
1525,"arabia,",1
1524,"fail.
we",1
1523,sowing,1
1522,.@globeopinion,1
1521,"matter...""",1
1520,issu…,1
1519,https://t.co/ijvflrshbq,1
1518,https://t.co/ddubreuolm,1
1517,"""humility",1
1516,"pass,",1
1515,12.,1
1514,changemaker.,1
1513,overall,1
1512,"alicia,",1
1511,https://t.co/08whtfvc0r,1
1510,—geneva,1
1509,pointed,1
1508,"wrong.

america’s",1
1507,dreamers,1
1506,evader.,1
1505,"wireless,",1
1504,https://t.co/wzkbttuq3m,1
1503,soldiers,1
1502,match.,1
1501,https://t.co/dxs2pim7gz,1
1500,mccain's,1
1499,https://t.co/gkagunyo7t,1
1498,pay-to-play:,1
1497,https://t.co/haojrjhdse,1
1496,https://t.co/o7kfuidapn,1
1495,women.”,1
1494,impression,1
1493,—@timkaine’s,1
1492,businessman,1
1491,@postopinions:,1
1490,astonishing,1
1489,estás,1
1488,https://t.co/gtzvklzqrb,1
1487,reminds,1
1486,consequences,1
1485,millionaires.”,1
1484,"behavior,",1
1483,https://t.co/eeocd3vsxi,1
1482,https://t.co/uvgvgqktgn,1
1481,awe,1
1480,"watch.""…",1
1479,https://t.co/gybm5hxfxg,1
1478,passionately,1
1477,deploy,1
1476,"""through",1
1475,aceptar,1
1474,https://t.co/s61lucymje,1
1473,https://t.co/rbfz9qq1vp,1
1472,battled,1
1471,bland—one,1
1470,https://t.co/q90wpebto9,1
1469,https://t.co/cm7ufgo0tw,1
1468,with...national,1
1467,microphone,1
1466,is...temperamentally,1
1465,https://t.co/m3dogly5rl,1
1464,kar…,1
1463,recessed,1
1462,"1973,",1
1461,@nra,1
1460,1973:,1
1459,lightly,1
1458,implications.,1
1457,6th,1
1456,https://t.co/t2fzl9sqks,1
1455,https://t.co/dcttnkmfqv,1
1454,meds.,1
1453,defense,1
1452,all—no,1
1451,manning,1
1450,johnson,1
1449,"""dummy.""
""slob.""
""animal.""

here's",1
1448,https://t.co/kjhfn0qs2c,1
1447,herself,1
1446,"other.
we",1
1445,natural,1
1444,"""disaster.”",1
1443,that?”,1
1442,attitudes.,1
1441,"outsourcing,",1
1440,succeed:,1
1439,earmarked,1
1438,ash,1
1437,complicated:,1
1436,paved,1
1435,“people,1
1434,perfectly,1
1433,conspiracy:,1
1432,"trump:
https://t.co/z2ejfg9dv0",1
1431,"candidate.

imagine",1
1430,conspiracy.,1
1429,#turkey.,1
1428,g’mar,1
1427,"city,",1
1426,list.,1
1425,14.,1
1424,makes.,1
1423,list?,1
1422,mad,1
1421,“contrary,1
1420,benediction,1
1419,https://t.co/lbjrzill3c,1
1418,charities.,1
1417,https://t.co/cazhekm2px,1
1416,galling,1
1415,claro:,1
1414,hostile,1
1413,drowning,1
1412,"reality!""",1
1411,"nomination,",1
1410,https://t.co/ihgnbftcta,1
1409,https://t.co/takop35wzl,1
1408,jill,1
1407,https://t.co/4tya2y4nn9,1
1406,delegates,1
1405,reacts,1
1404,"""building",1
1403,lands.,1
1402,causa,1
1401,must-read:,1
1400,granddaughters,1
1399,"""decent",1
1398,election—there's,1
1397,activism,1
1396,time:,1
1395,@theellenshow:,1
1394,crisis—but,1
1393,sandy,1
1392,https://t.co/aoentjogpo,1
1391,indiana—and,1
1390,timeless,1
1389,"conservative,",1
1388,time...the,1
1387,seniors,1
1386,#l…,1
1385,donde,1
1384,demonstrating.,1
1383,https://t.co/tfydn6vyjj,1
1382,"""did",1
1381,rails.,1
1380,judgment...or,1
1379,literacy,1
1378,"victim.""",1
1377,unarmed,1
1376,@robbymook:,1
1375,surrounds,1
1374,@omerizer:,1
1373,"divisive.
not",1
1372,proud.,1
1371,https://t.co/yfravxr5zf,1
1370,@americasvoice:,1
1369,louisianans,1
1368,"ourselves.""",1
1367,vilify,1
1366,'service',1
1365,https://t.co/69r3jzajkp,1
1364,mentioned,1
1363,https://t.co/nhx3ldn3eb,1
1362,"other.

let’s",1
1361,workers—but,1
1360,successful…but,1
1359,"hand,",1
1358,fastest,1
1357,world—a,1
1356,https://t.co/pysk…,1
1355,healthcare,1
1354,divides.,1
1353,https://t.co/lqzcn6czhh,1
1352,@nlrb,1
1351,"khan.
https://t.co/aehy06r7st",1
1350,"friends...

https://t.co/w9xq5fhhyv",1
1349,organization's,1
1348,launched:,1
1347,https://t.co/2xbhfpchfu,1
1346,fare,1
1345,"speech,",1
1344,"
https://t.co/frkbemyuc6",1
1343,sacrifices.,1
1342,https://t.co/5ixhvgultr,1
1341,arrangement,1
1340,https://t.co/whe5bls0pq,1
1339,https://t.co/nvzdwvkiza,1
1338,rt!,1
1337,“you’re,1
1336,chief.,1
1335,far.,1
1334,"far,",1
1333,pocket,1
1332,beau.,1
1331,potus,1
1330,"#womensequalityday
https://t.co/quggoqb2yl",1
1329,https://t.co/fo5uucc6sd,1
1328,mom's,1
1327,"fired.'""",1
1326,ride,1
1325,"country.
#strongertogether",1
1324,jobs...i,1
1323,"""terrible.""",1
1322,sample,1
1321,https://t.co/nug8gqmzt1,1
1320,appointed,1
1319,"criminals.""",1
1318,"face.
https://t.co/rmzeeg5hoc",1
1317,baton.”,1
1316,"crime.

he’s",1
1315,https://t.co/mykaliv861,1
1314,https://t.co/na4hbw6vr1,1
1313,econ,1
1312,another—there's,1
1311,1/2,1
1310,beyond.,1
1309,now's,1
1308,https://t.co/rxuzc8hwzy,1
1307,otros.,1
1306,https://t.co/zb8w0tlyks,1
1305,drop:,1
1304,won’t:,1
1303,"love.""",1
1302,https://t.co/xfizkrchxf,1
1301,remains,1
1300,"average,",1
1299,reno:,1
1298,tr…,1
1297,build —it's,1
1296,https://t.co/nc6fhkl53y,1
1295,homes?,1
1294,https://t.co/c7mass1a…,1
1293,addressed,1
1292,sacrifice.,1
1291,danger,1
1290,apart.”,1
1289,homes.,1
1288,"stage.

imagine",1
1287,https://t.co/wkjczlvprq…,1
1286,—@latina,1
1285,returns:,1
1284,veered,1
1283,skills.,1
1282,focused,1
1281,https://t.co/iy1wa9l0gn,1
1280,"sacrifice""",1
1279,stuff.,1
1278,self-defeating,1
1277,eating,1
1276,gen.,1
1275,#democraticsitin.,1
1274,paintings,1
1273,evokes,1
1272,"superpower.

or,",1
1271,https://t.co/erjwsrkpjm,1
1270,"college?
see",1
1269,jump,1
1268,"reckless,",1
1267,hashanah!,1
1266,@gwenrocco:,1
1265,@elizabethforma.,1
1264,republican...,1
1263,compassionate,1
1262,reform—the,1
1261,stiff,1
1260,exits,1
1259,"us.
add",1
1258,piggy”,1
1257,@mcuban:,1
1256,rebukes,1
1255,grandmas,1
1254,empresario,1
1253,https://t.co/91pgjk…,1
1252,suite,1
1251,https://t.co/uqzlnib…,1
1250,mosque,1
1249,"question.

""i",1
1248,catastrophe.,1
1247,homework.,1
1246,—gwen,1
1245,"@hfa.
https://t.co/4sp1d3s8nz",1
1244,https://t.co/iq24zuhybs,1
1243,#extremevetting,1
1242,"wealth.

we've",1
1241,produce,1
1240,@repkclark:,1
1239,sounded,1
1238,humiliates,1
1237,https://t.co/hfcbczvyph,1
1236,https://t.co/xreey9oicg,1
1235,heath,1
1234,"trump.

that's",1
1233,https://t.co/wraphgr7oq,1
1232,litany,1
1231,"""ronald",1
1230,does?,1
1229,does:,1
1228,"firms,",1
1227,agenda”,1
1226,william,1
1225,frances,1
1224,pretended,1
1223,reportedly,1
1222,control…,1
1221,smiles,1
1220,https://t.co/1sneooghoa,1
1219,https://t.co/vmavvoblcs,1
1218,b/c,1
1217,https://t.co/jooln2sfl4,1
1216,electrical,1
1215,"urgent,",1
1214,themselves?,1
1213,enquirer,1
1212,yeah.,1
1211,everybody.,1
1210,"smile,",1
1209,smile.,1
1208,doers.,1
1207,outside-in,1
1206,languishing,1
1205,wrong—on,1
1204,visit:,1
1203,https://t.co/sgmyipi1ac,1
1202,ordered,1
1201,enough.”,1
1200,https://t.co/p5tv0zab59,1
1199,@mikiebarb:,1
1198,"""you're",1
1197,solutions.”,1
1196,children—from,1
1195,necessity.,1
1194,circuito,1
1193,"class…
“he",1
1192,anti-retroviral,1
1191,"https://t.co/3b2emk8edc
https://t.co/g6tvuragio",1
1190,forever®,1
1189,@newsweek,1
1188,alive,1
1187,https://t.co/degwh…,1
1186,¿por,1
1185,"forget.
https://t.co/boq4cziqsc",1
1184,of…how,1
1183,good.”,1
1182,@realdonaldtrump's:,1
1181,https://t.co/6hgjlth…,1
1180,heritage,1
1179,mistakes.,1
1178,"help,",1
1177,"#lovetrumpshate

then",1
1176,approved,1
1175,"""commander-in-chief""",1
1174,innate,1
1173,rolls,1
1172,pentagon,1
1171,@natlparkservice.,1
1170,rest...until,1
1169,podría,1
1168,https://t.co/7v9jnbtokw,1
1167,señora,1
1166,strategy:,1
1165,enduring,1
1164,counties,1
1163,iowa:,1
1162,silence,1
1161,"thing.

and",1
1160,fun”,1
1159,https://t.co/l145ovu1uz,1
1158,stonewall,1
1157,https://t.co/r6tw2hzmhm,1
1156,"""more",1
1155,"""new""",1
1154,"forget,",1
1153,https://t.co/yzv8qqjsuk,1
1152,"—@realdonaldtrump

*not",1
1151,abroad,1
1150,https://t.co/2dg5osrsjp,1
1149,https://t.co/i8eek6bk…,1
1148,"works,",1
1147,https://t.co/iy4xocgveh,1
1146,~120,1
1145,linger.,1
1144,"(uh,",1
1143,https://t.co/cgvyu85cep,1
1142,lifet…,1
1141,https://t.co/ozc1g9bjo0,1
1140,https://t.co/fpxxghe5da,1
1139,"met.""",1
1138,https://t.co/43ugzqfsua,1
1137,aquí:,1
1136,https://t.co/gyveejarku,1
1135,"barker""
just",1
1134,#titleix,1
1133,urgent,1
1132,"scared,",1
1131,last.,1
1130,"negative,",1
1129,https://t.co/narhadlki2,1
1128,parade,1
1127,@hillaryforco:,1
1126,https://t.co/rry44trugh,1
1125,https://t.co/t59vh8sa9e,1
1124,senate.,1
1123,"trump.

https://t.co/ttgeqy51pu
https://t.co/vh3woeaf9q",1
1122,https://t.co/q75vedoq8m,1
1121,https://t.co/1sxhwgxx02,1
1120,"outrageous.""",1
1119,@phillyinquirer:,1
1118,https://t.co/swsazqsfzy,1
1117,pillar,1
1116,faced—still,1
1115,"ballot,",1
1114,https://t.co/lgwtgr7roo,1
1113,"judgment,",1
1112,"judgment""",1
1111,https://t.co/jgh87oylqc,1
1110,"promises.""",1
1109,@hillaryformi:,1
1108,https://t.co/sjneokckis,1
1107,displaced,1
1106,lacking,1
1105,marco,1
1104,faster.,1
1103,#100yearsstrong.,1
1102,questioned,1
